Lat,Long,Name,On_Yelp,Treated_Yelp,Review_count,Link,ID,Phone,Categories,Rating,City,Address,Treated_NonYelp,Num_control,Info_control,Zip,Control,Freq,City_code,Price,Amenities,Amenity_score,Takes_reservations,Offers_delivery,Parking_available,State,Geo_code,Review_count_before,Review_count_after,Rating_before,Rating_after
32.790600899999994,-117.10008899999998,Black Angus Steakhouse,Y,N,494.0,https://www.yelp.com/biz/black-angus-steakhouse-san-diego-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,ONpty2x9-3KQuj13eic9-g,16195635862.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,San Diego,"['10370 Friars Rd', 'San Diego, CA 92120']",N,0.0,,92120,Y,1,1117,$$,"Health Score:A,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Fri, Sat,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,CA,San Diego_CA,108.0,138.0,3.314814814814815,3.0144927536231885
32.80901,-116.96096,Black Angus Steakhouse,Y,N,373.0,https://www.yelp.com/biz/black-angus-steakhouse-el-cajon?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,fGZ7JPz1Mqng4QY1D0s6uQ,16194405055.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,El Cajon,"['1000 Graves Avenue', 'El Cajon, CA 92021']",N,0.0,,92021,Y,1,356,$$,"Health Score:A,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Thu, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,CA,El Cajon_CA,124.0,94.0,3.806451612903226,3.106382978723404
32.640869140625,-117.098121643066,Black Angus Steakhouse,Y,N,342.0,https://www.yelp.com/biz/black-angus-steakhouse-chula-vista?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,20wt3AXx_4OU2kck8TuqlA,16194269200.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,Chula Vista,"['707 E Street', 'Chula Vista, CA 91910']",N,0.0,,91910,Y,1,215,$$,"Health Score:A,Kids Menu:Yes,High Chairs:Yes,Keto Options:Yes,Vegan Options:Yes,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Wed, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,CA,Chula Vista_CA,91.0,97.0,3.1648351648351647,2.7628865979381443
38.67883,-121.26986,Black Angus Steakhouse,Y,N,355.0,https://www.yelp.com/biz/black-angus-steakhouse-citrus-heights?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,4OZeQ0OFdvDVfPl52Rzdow,19167263300.0,"Sports Bars, Steakhouses, American (Traditional)",3.5,Citrus Heights,"['7925 Greenback Ln', 'Citrus Heights, CA 95610']",N,0.0,,95610,Y,1,217,$$,"Health Score:Pass,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Fri, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,CA,Citrus Heights_CA,97.0,106.0,3.463917525773196,3.349056603773585
38.1330934,-122.2168793,Black Angus Steakhouse,Y,N,369.0,https://www.yelp.com/biz/black-angus-steakhouse-vallejo?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,zf_sl3pC0m2GfMYZPG2Okg,17076470595.0,"Steakhouses, American (Traditional), Sports Bars",3.0,Vallejo,"['124 Plaza Drive', 'Vallejo, CA 94591']",N,0.0,,94591,Y,1,1308,$$,"Health Score:86 out of 100,Keto Options:Yes,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:Yes,Good For:Dinner, Dessert,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Fri, Sat,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,CA,Vallejo_CA,95.0,104.0,3.0,2.8653846153846154
37.2509113,-121.87084009999998,Black Angus Steakhouse,Y,N,580.0,https://www.yelp.com/biz/black-angus-steakhouse-san-jose?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,DxRUKrbcLQE4Dq0mMDpT0g,14082666602.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,San Jose,"['1011 Blossom Hill Rd', 'San Jose, CA 95123']",N,0.0,,95123,Y,1,1120,$$,"Health Score:N/A,Kids Menu:Yes,Vegan Options:Yes,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Accepts Google Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat, Sun,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,CA,San Jose_CA,140.0,130.0,3.2357142857142858,3.0538461538461537
37.4295997619629,-121.919677734375,Black Angus Steakhouse,Y,N,669.0,https://www.yelp.com/biz/black-angus-steakhouse-milpitas?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,VkxJJANZpZkj5tcpDHuz0Q,14089466000.0,"Steakhouses, American (Traditional), Sports Bars",3.0,Milpitas,"['275 Ranch Drive', 'Milpitas, CA 95035']",N,0.0,,95035,Y,1,795,$$,"Health Score:85 out of 100,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Fri, Sun,Smoking:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,CA,Milpitas_CA,133.0,129.0,2.6315789473684212,2.9224806201550386
37.70282,-121.882712,Black Angus Steakhouse,Y,N,503.0,https://www.yelp.com/biz/black-angus-steakhouse-dublin?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,wQGBBRtoNGtb_XbpQeAuZQ,19255569800.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,Dublin,"['4814 Dublin Blvd', 'Dublin, CA 94568']",N,0.0,,94568,Y,1,324,$$,"Keto Options:Yes,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,CA,Dublin_CA,106.0,132.0,2.981132075471698,2.8181818181818183
37.93273,-122.06107,Black Angus Steakhouse,Y,N,388.0,https://www.yelp.com/biz/black-angus-steakhouse-pleasant-hill?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,K3ORNqqkeNHlShQr4RCLGQ,19259389900.0,"Sports Bars, Steakhouses, American (Traditional)",3.0,Pleasant Hill,"['3195 N Main St', 'Pleasant Hill, CA 94523']",N,0.0,,94523,Y,1,1006,$$,"Health Score:82 out of 100,Keto Options:Yes,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Wed, Sat, Sun,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:No,Has Pool Table:No",4,1,1,1,CA,Pleasant Hill_CA,84.0,123.0,2.7261904761904763,2.7154471544715446
37.68278,-122.12803,Black Angus Steakhouse,Y,N,640.0,https://www.yelp.com/biz/black-angus-steakhouse-san-lorenzo?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,fE2YW4Y_5yqYcyzJ7Oypmw,15102761400.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,San Lorenzo,"['15800 Hesperian Blvd.', 'San Lorenzo, CA 94580']",N,0.0,,94580,Y,1,1122,$$,"Kids Menu:Yes,Vegan Options:Yes,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Fri, Sat, Sun,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Dogs Allowed:No,Caters:No,Has Pool Table:No",3,1,1,1,CA,San Lorenzo_CA,166.0,167.0,3.0421686746987953,2.5149700598802394
34.420426,-118.56379,Black Angus Steakhouse,Y,N,252.0,https://www.yelp.com/biz/black-angus-steakhouse-valencia?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,4CkGTDKtJwtePkBzYHR0Hw,16612882000.0,"Steakhouses, Sports Bars, American (Traditional)",4.0,Valencia,"['27007 McBean Parkway', 'Valencia, CA 91355']",N,0.0,,91355,Y,1,1307,$$,"Health Score:A,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner, Dessert,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Thu, Fri,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:Yes,Has Pool Table:No",3,1,1,0,CA,Valencia_CA,64.0,77.0,3.84375,4.090909090909091
