,Lat,Long,Name,On_Yelp,Treated_Yelp,Review_count,Link,ID,Phone,Categories,Rating,City,Address,Treated_NonYelp,Num_control,Info_control,Zip,Control,Freq,City_code,Price,Amenities,Amenity_score,Takes_reservations,Offers_delivery,Parking_available,State,Geo_code,Review_count_before,Review_count_after,Rating_before,Rating_after,Match,x,y,n_neighbors,high_sub,high_rating
382,33.5645544,-117.7075774,Mimi's Cafe,Y,N,202.0,https://www.yelp.com/biz/mimis-cafe-laguna-niguel?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,9AmIer9g5L8MXBJJt5wDRA,19496430206.0,"Breakfast & Brunch, American (Traditional), French",2.5,Laguna Niguel,"['27430 La Paz Rd', 'Laguna Niguel, CA 92677']",N,0.0,,92677,Y,1,645,$$,"Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Breakfast, Brunch, Lunch, Dinner,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Alcohol:Beer &amp; Wine Only,Good For Happy Hour:Yes,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Caters:Yes",4,1,0,1,CA,Laguna Niguel_CA,63.0,40.0,2.571428571428572,2.875,2,-13103147.578677837,3970481.1162515166,21,1,0
395,37.290368817704,-121.99113551452,Mimi's Cafe,Y,N,732.0,https://www.yelp.com/biz/mimis-bistro-bakery-san-jose?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,kdNJDws2_Z79iTQtUSyG_Q,14083780778.0,"American (Traditional), Breakfast & Brunch, French",2.5,San Jose,"['1200 El Paseo De Saratoga', 'San Jose, CA 95129']",N,0.0,,95129,Y,1,1120,$$,"Health Score:83 out of 100,Kids Menu:Yes,Takes Reservations:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:Yes",4,1,0,1,CA,San Jose_CA,122.0,133.0,2.4672131147540983,2.5789473684210527,2,-13579991.086769596,4479658.110274902,13,1,0
403,34.265893050244,-119.24730107943,Mimi's Cafe,Y,N,243.0,https://www.yelp.com/biz/mimis-cafe-ventura-2?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,o6ZlP5XL6Bi4vyga_AkXBA,18056441388.0,"American (Traditional), Breakfast & Brunch, French",2.5,Ventura,"['3375 E Main St', 'Ventura, CA 93003']",N,0.0,,93003,Y,1,1312,$$,"Health Score:100.0 out of 100,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Good For:Lunch,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:No,Waiter Service:Yes,Caters:Yes",3,1,1,1,CA,Ventura_CA,62.0,73.0,2.6129032258064515,2.356164383561644,2,-13274548.83463433,4064561.0906039327,12,1,0
406,38.875183,-104.719013,Mimi's Cafe,Y,N,138.0,https://www.yelp.com/biz/mimis-cafe-colorado-springs-2?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,wTiFXlHP8i4BScgzy755iQ,17196228600.0,"Breakfast & Brunch, American (Traditional), French",2.5,Colorado Springs,"['3005 New Center Point', 'Colorado Springs, CO 80922']",N,0.0,,80922,Y,1,244,$$,"Health Score:81 out of 100,Takes Reservations:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Breakfast, Brunch,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Outdoor Seating:No,Wi-Fi:Free,Has TV:No,Waiter Service:Yes,Caters:Yes",3,1,0,1,CO,Colorado Springs_CO,38.0,47.0,2.6052631578947367,2.48936170212766,2,-11657267.203534195,4703808.34570727,14,1,0
407,39.73416,-105.1616,Mimi's Cafe,Y,N,187.0,https://www.yelp.com/biz/mimis-cafe-lakewood-3?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,3YGyIU6otRWaPo9ZX79aDQ,13033849350.0,"Breakfast & Brunch, American (Traditional), French",2.5,Lakewood,"['14265 W Colfax Ave', 'Lakewood, CO 80401']",N,0.0,,80401,Y,1,657,$$,"Health Score:71 out of 100,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Breakfast, Lunch,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:No,Caters:Yes",3,1,1,1,CO,Lakewood_CO,49.0,50.0,2.204081632653061,2.46,2,-11706535.76300592,4827386.002808174,15,1,0
504,35.050828,-78.97525300000002,Old Chicago Pizza & Taproom,Y,N,157.0,https://www.yelp.com/biz/old-chicago-pizza-and-taproom-fayetteville-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,MyXihV9DPUD0-z9S3h35EQ,19107640805.0,"Pizza, Sports Bars, American (Traditional)",2.5,Fayetteville,"['2140 Skibo Rd', 'Fayetteville, NC 28314']",N,0.0,,28314,Y,1,400,$$,"Health Score:94.5 out of 100,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Coat Check:No,Smoking:Outdoor Area / Patio Only,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Has Pool Table:No",4,1,1,1,NC,Fayetteville_NC,41.0,84.0,2.5365853658536586,2.571428571428572,3,-8791484.949229954,4170790.613326473,13,1,0
622,33.8309,-118.08844,TGI Fridays,Y,N,492.0,https://www.yelp.com/biz/tgi-fridays-long-beach?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,_w3Senbs5ggKu__HU72vMQ,15624200191.0,"American (Traditional), Bars, Burgers",2.5,Long Beach,"['7221 Carson Blvd', 'Long Beach, CA 90808']",N,0.0,,90808,Y,1,714,$$,"Happy Hour Specials:Yes,Curbside Pickup:Yes,Vegetarian Options:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Accepts Google Pay:No,Good For:Lunch, Dinner, Late Night, Dessert,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Thu, Fri, Sun,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,0,1,1,CA,Long Beach_CA,145.0,121.0,2.393103448275862,2.28099173553719,3,-13145545.009372039,4006118.565336959,25,1,0
623,34.1096494644541,-117.531491109597,TGI Fridays,Y,N,465.0,https://www.yelp.com/biz/tgi-fridays-rancho-cucamonga-2?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,Ga-BMW_hEfVwOAR8ZGrmLg,19094630092.0,"American (Traditional), Bars",2.5,Rancho Cucamonga,"['7910 Kew Ave', 'Rancho Cucamonga, CA 91739']",N,0.0,,91739,Y,1,1033,$$,"Health Score:A,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner, Late Night, Dessert,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,0,0,0,CA,Rancho Cucamonga_CA,145.0,143.0,2.7517241379310344,2.174825174825175,3,-13083545.7424945,4043534.7900737966,36,1,0
624,34.0680714885101,-117.269056318186,TGI Fridays,Y,N,512.0,https://www.yelp.com/biz/tgi-fridays-san-bernardino-2?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,WitoTCmN5E5V-Ixnehkx6w,19098889934.0,"American (Traditional), Bars, Burgers",2.0,San Bernardino,"['390 E Hospitality Ln', 'San Bernardino, CA 92408']",N,0.0,,92408,Y,1,1115,$$,"Health Score:A,Happy Hour Specials:Yes,Curbside Pickup:Yes,Kids Menu:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Sun,Coat Check:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,0,1,1,CA,San Bernardino_CA,151.0,183.0,2.0,1.819672131147541,3,-13054331.635148188,4037946.030386913,19,1,0
626,33.7466593,-118.0151371,TGI Fridays,Y,N,466.0,https://www.yelp.com/biz/tgi-fridays-westminster?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,6fv_KTJHUqlEw6cl9N-Z6g,17148931406.0,"American (Traditional), Bars, Burgers",2.5,Westminster,"['2050 Westminster Mall', 'Ste B', 'Westminster, CA 92683']",N,0.0,,92683,Y,1,1384,$$,"Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner, Dessert,Parking:Street, Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat, Sun,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,CA,Westminster_CA,144.0,147.0,2.8194444444444446,2.4489795918367347,3,-13137384.96787037,3994835.076022108,15,1,0
627,33.782532,-117.889533,TGI Fridays,Y,N,724.0,https://www.yelp.com/biz/tgi-fridays-orange-4?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,YtbzCWR7ONZSRC5cHCpgXw,17149783308.0,"American (Traditional), Bars",2.5,Orange,"['3339 W Entertainment Ave', 'Orange, CA 92868']",N,0.0,,92868,Y,1,940,$$,"Vegan Options:Yes,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:Yes,Good For:Lunch, Dinner, Late Night,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Wed, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,0,1,1,CA,Orange_CA,174.0,199.0,2.67816091954023,2.5326633165829144,3,-13123402.78341682,3999638.631948872,44,1,0
