,Lat,Long,Name,On_Yelp,Treated_Yelp,Review_count,Link,ID,Phone,Categories,Rating,City,Address,Treated_NonYelp,Num_control,Info_control,Zip,Control,Freq,City_code,Price,Amenities,Amenity_score,Takes_reservations,Offers_delivery,Parking_available,State,Geo_code,Review_count_before,Review_count_after,Rating_before,Rating_after,Match,x,y,n_neighbors,high_sub,high_rating
55,39.6896594,-75.6610065,Firebirds Wood Fired Grill,Y,N,381.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-newark?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,luUGLqA3Gxv5raCJOAzblw,13023667577.0,"Steakhouses, Seafood, Wine Bars",4.0,Newark,"['1225 Churchmans Rd', 'Newark, DE 19713']",N,0.0,,19713,Y,1,867,$$,"Health Score:83 out of 100,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Trendy, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Mon, Thu, Fri,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes",4,1,1,1,DE,Newark_DE,112.0,104.0,3.741071428571429,3.932692307692308,1,-8422544.716486562,4820946.384364381,6,0,1
58,39.9272084981203,-86.15773491561409,Firebirds Wood Fired Grill,Y,N,233.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-indianapolis?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,FE9FPEscZr74rraai2-GMg,13175643042.0,"Wine Bars, Seafood, Steakhouses",3.5,Indianapolis,"['9611 N Meridian St', 'Indianapolis, IN 46290']",N,0.0,,46290,Y,1,583,$$,"Contactless Delivery:Yes,Kids Menu:Yes,Vegan Options:Yes,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner, Dessert,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Tue, Sat,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,By Appointment Only:No",4,1,1,1,IN,Indianapolis_IN,52.0,126.0,3.5384615384615383,3.452380952380953,1,-9591035.178708008,4855370.048168641,4,0,1
59,38.8815065434114,-94.6620327024538,Firebirds Wood Fired Grill,Y,N,164.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-overland-park?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,T8Da00NFpGQXavBpSrCcAg,19132021761.0,"Seafood, Steakhouses, Wine Bars",3.5,Overland Park,"['6601 W 135th St', 'Overland Park, KS 66223']",N,0.0,,66223,Y,1,949,$$,"Health Score:76 out of 100,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes",4,1,1,1,KS,Overland Park_KS,53.0,58.0,3.60377358490566,3.396551724137931,1,-10537729.277893368,4704712.586330389,10,0,1
60,37.7095109721905,-97.22158087549047,Firebirds Wood Fired Grill,Y,N,180.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-wichita?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,9846SrtEr8dc1l8Wi1N6qQ,13166160969.0,"Seafood, Steakhouses, Wine Bars",4.0,Wichita,"['10096 E 13th St N', 'Wichita, KS 67206']",N,0.0,,67206,Y,1,1396,$$,"Health Score:74 out of 100,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Accepts Google Pay:Yes,Accepts Cryptocurrency:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:Yes",4,1,1,1,KS,Wichita_KS,43.0,73.0,4.186046511627907,4.068493150684931,1,-10822656.877176663,4538470.341642759,10,0,1
61,39.159364,-77.219571,Firebirds Wood Fired Grill,Y,N,445.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-gaithersburg-2?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,tLbB4T43CDCwQlAA_17QQw,13012841770.0,"Wine Bars, Seafood, Steakhouses",3.5,Gaithersburg,"['390 Spectrum Ave', 'Gaithersburg, MD 20879']",N,0.0,,20879,Y,1,457,$$,"Kids Activities Nearby:Yes,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner, Dessert,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Tue, Sat,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No",4,1,1,1,MD,Gaithersburg_MD,70.0,282.0,3.871428571428571,3.4539007092198584,1,-8596043.322995035,4744524.874208293,8,0,1
62,38.766872,-90.493852,Firebirds Wood Fired Grill,Y,N,329.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-st-charles?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,1bJxvwuMTyXmQGu90WLPhA,16368660984.0,"Seafood, Steakhouses, Wine Bars",3.5,St Charles,"['1501 Beale St', 'St Charles, MO 63303']",N,0.0,,63303,Y,1,1208,$$,"Health Score:100 out of 100,Kids Menu:Yes,Keto Options:Yes,Happy Hour Specials:Yes,Vegetarian Options:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Dessert,Parking:Garage, Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Trendy, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Tue, Fri,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:Yes,By Appointment Only:No,Good for Working:No",4,1,1,1,MO,St Charles_MO,58.0,185.0,3.586206896551724,3.7513513513513512,1,-10073729.524561862,4688332.7886983985,10,0,1
63,36.066314402206,-80.324502434376,Firebirds Wood Fired Grill,Y,N,197.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-winston-salem?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,Ei1bvCM8Csfxt5Q89dTB_w,13366593973.0,"Steakhouses, Seafood, Wine Bars",3.5,Winston-Salem,"['1215 Creekshire Way', 'Winston-Salem, NC 27103']",N,0.0,,27103,Y,1,1411,$$,"Health Score:A,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes",4,1,1,1,NC,Winston-Salem_NC,42.0,64.0,3.6666666666666665,3.828125,1,-8941682.7092178,4309749.97223401,4,0,1
64,35.352263,-80.851352,Firebirds Wood Fired Grill,Y,N,264.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-charlotte-3?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,qVVjbYR0LIfJuIIzgPMTuw,17042951919.0,"Steakhouses, Seafood, Wine Bars",4.0,Charlotte,"['6801 Northlake Mall Dr', 'Charlotte, NC 28216']",N,0.0,,28216,Y,1,193,$$,"Health Score:94 out of 100,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Mon, Tue, Fri,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes",4,1,1,1,NC,Charlotte_NC,58.0,89.0,3.9827586206896552,3.932584269662921,1,-9000331.334587721,4211855.920738631,8,0,1
68,35.8077044258198,-78.81885495399791,Firebirds Wood Fired Grill,Y,N,189.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-morrisville?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,Dt6Jay2U-EatPOMMxdV4vw,19196530111.0,"Seafood, Steakhouses, Wine Bars",3.5,Morrisville,"['3200 Village Market Pl', 'Morrisville, NC 27560']",N,0.0,,27560,Y,1,822,$$,"Health Score:97.5 out of 100,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Classy,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Tue, Wed,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes",4,1,1,1,NC,Morrisville_NC,54.0,61.0,3.6296296296296298,3.819672131147541,1,-8774074.798387935,4274193.955435982,11,0,1
70,41.261961572329895,-96.18748853469008,Firebirds Wood Fired Grill,Y,N,260.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-omaha-2?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,rk2KkExQSK8V0nBc3gD6Rg,14023591340.0,"Steakhouses, Seafood, Wine Bars",4.0,Omaha,"['17415 Chicago St', 'Omaha, NE 68118']",N,0.0,,68118,Y,1,935,$$,"Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes",4,1,1,1,NE,Omaha_NE,61.0,80.0,3.80327868852459,3.975,1,-10707542.24436554,5051058.060416543,4,0,1
72,40.288211921893,-74.0533080438703,Firebirds Wood Fired Grill,Y,N,208.0,https://www.yelp.com/biz/firebirds-wood-fired-grill-eatontown-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,3bpzoddb46N-EdzPntwCUA,17326761901.0,"Seafood, Steakhouses, Wine Bars",3.5,Eatontown,"['180 Rt 35 S', 'Eatontown, NJ 07724']",N,0.0,,7724,Y,1,350,$$,"Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Cryptocurrency:No,Good For:Dinner, Dessert,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:Yes",4,1,1,1,NJ,Eatontown_NJ,68.0,69.0,3.7058823529411766,3.4927536231884058,1,-8243576.5430010725,4907913.267387465,8,0,1
