,Lat,Long,Name,On_Yelp,Treated_Yelp,Review_count,Link,ID,Phone,Categories,Rating,City,Address,Treated_NonYelp,Num_control,Info_control,Zip,Control,Freq,City_code,Price,Amenities,Amenity_score,Takes_reservations,Offers_delivery,Parking_available,State,Geo_code,Review_count_before,Review_count_after,Rating_before,Rating_after,Match,x,y,n_neighbors,high_sub,high_rating
408,39.958101,-104.99119,Mimi's Cafe,Y,N,167.0,https://www.yelp.com/biz/mimis-cafe-westminster-3?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,4fCCifEZPOt7eEFxtKgj3g,17209770087.0,"American (Traditional), Breakfast & Brunch, French",2.5,Westminster,"['14416 Delaware St', 'Westminster, CO 80023']",N,0.0,,80023,Y,1,1385,$$,"Health Score:61 out of 100,Kids Activities Nearby:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Breakfast, Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:Yes",4,1,0,1,CO,Westminster_CO,51.0,38.0,2.411764705882353,2.526315789473684,2,-11687565.808579836,4859855.497740303,3,0,0
425,40.657538,-111.88788999999998,Mimi's Cafe,Y,N,185.0,https://www.yelp.com/biz/mimis-cafe-murray-2?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,dR1mmUAidpsSWk3BGsc0-w,18012610266.0,"Breakfast & Brunch, American (Traditional), French",2.5,Murray,"['5223 S State St', 'Murray, UT 84107']",N,0.0,,84107,Y,1,838,$$,"Health Score:80 out of 100,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Breakfast, Brunch, Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Alcohol:Beer &amp; Wine Only,Outdoor Seating:No,Wi-Fi:Free,Has TV:No,Dogs Allowed:No,Waiter Service:Yes,Caters:No",3,1,1,1,UT,Murray_UT,56.0,54.0,2.267857142857143,3.1296296296296298,2,-12455302.940733805,4961959.073417738,6,0,0
485,30.2881636,-81.3891165,Joe's Crab Shack,Y,N,296.0,https://www.yelp.com/biz/joes-crab-shack-jacksonville-beach-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,uMYq65I41yq98a1PXJiUeQ,19042496160.0,"Seafood, American (New), Cocktail Bars",2.5,Jacksonville Beach,"['6 Beach Blvd', 'Jacksonville Beach, FL 32250']",N,0.0,,32250,Y,1,593,$$,"Health Score:Pass,Kids Menu:Yes,Contactless Delivery:No,Vegan Options:Yes,Curbside Pickup:Yes,Play Area:Yes,Kids Activities Nearby:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:Yes,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Touristy,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Coat Check:No,Smoking:Outdoor Area / Patio Only,Outdoor Seating:Yes,Wi-Fi:No,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,FL,Jacksonville Beach_FL,75.0,85.0,2.7333333333333334,2.764705882352941,3,-9060195.00489442,3540644.626605255,11,0,0
486,39.102479,-84.48925799999998,Joe's Crab Shack,Y,N,168.0,https://www.yelp.com/biz/joes-crab-shack-bellevue?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,1P-3FQmAWIwMn5OUdO-NaA,18595816333.0,"Seafood, American (Traditional), Cocktail Bars",2.5,Bellevue,"['25 Fairfield Ave', 'Bellevue, KY 41073']",N,0.0,,41073,Y,1,86,$$,"Contactless Delivery:No,Curbside Pickup:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Fri,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:No,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,KY,Bellevue_KY,55.0,41.0,2.418181818181818,2.731707317073171,3,-9405301.178061513,4736361.458671914,7,0,0
502,39.673057,-104.789535,Old Chicago Pizza & Taproom,Y,N,182.0,https://www.yelp.com/biz/old-chicago-pizza-and-taproom-aurora?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,X6B-hY7onobgrYhHblxt0Q,13033380144.0,"Pizza, Sports Bars, American (Traditional)",2.5,Aurora,"['16990 E Iliff Ave', 'Aurora, CO 80013']",N,0.0,,80013,Y,1,51,$$,"Health Score:73 out of 100,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night, Dessert,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,CO,Aurora_CO,44.0,59.0,2.636363636363636,2.389830508474576,3,-11665117.676663918,4818544.938038598,9,0,0
509,39.915083,-104.941852,Old Chicago Pizza & Taproom,Y,N,130.0,https://www.yelp.com/biz/old-chicago-pizza-and-taproom-thornton?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,uKiP0zN2FGF8nxlBQvPnHg,13032521113.0,"Pizza, Sports Bars, American (Traditional)",2.5,Thornton,"['3909 E 120th Ave', 'Thornton, CO 80233']",N,0.0,,80233,Y,1,1269,$$,"Health Score:63 out of 100,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:No,Has Pool Table:No",4,1,1,1,CO,Thornton_CO,37.0,40.0,2.864864864864865,2.2,3,-11682073.527543077,4853610.03465855,4,0,0
511,39.606039,-104.709402,Old Chicago Pizza & Taproom,Y,N,153.0,https://www.yelp.com/biz/old-chicago-pizza-and-taproom-aurora-3?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,FQy1tezmxlMnnW1JGHdysA,13036171442.0,"Pizza, Sports Bars, American (Traditional)",2.5,Aurora,"['6105 S Main St', 'Ste 106', 'Aurora, CO 80016']",N,0.0,,80016,Y,1,51,$$,"Health Score:57 out of 100,Kids Menu:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:No,Has Pool Table:No",4,0,1,0,CO,Aurora_CO,39.0,44.0,2.743589743589744,1.8636363636363635,3,-11656197.311908182,4808857.012544163,8,0,0
629,33.640462775100005,-84.4256880775,TGI Fridays,Y,N,249.0,https://www.yelp.com/biz/tgi-fridays-atlanta-12?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,mchDKdHFQEDuEi6Wdy3oOA,14047630689.0,"American (Traditional), Bars, Burgers",2.5,Atlanta,"['6000 N Terminal Pkwy', 'Concourse E', 'Atlanta, GA 30320']",N,0.0,,30320,Y,1,44,$$,"Health Score:B,Vegan Options:Yes,Curbside Pickup:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Coat Check:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,0,1,0,GA,Atlanta_GA,51.0,89.0,2.6666666666666665,2.3707865168539324,3,-9398224.606659047,3980626.527650692,10,0,0
632,39.405293,-76.59966,TGI Fridays,Y,N,141.0,https://www.yelp.com/biz/tgi-fridays-towson?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,IXGt73RDs32LNmj5rhD7Rg,14108284556.0,"Burgers, American (Traditional), Bars",1.5,Towson,"['825 Dulaney Valley Rd', 'Towson, MD 21204']",N,0.0,,21204,Y,1,1279,$$,"Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night, Dessert,Parking:Garage,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Caters:No,Has Pool Table:No",4,0,1,1,MD,Towson_MD,50.0,40.0,1.64,1.85,3,-8527035.146137886,4779893.716260624,5,0,0
636,43.068874,-76.171718,TGI Fridays,Y,N,104.0,https://www.yelp.com/biz/tgi-fridays-syracuse-3?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,vuP1qMm7_siQY4Qd4lizyg,13154700444.0,"American (Traditional), Bars, Burgers",2.5,Syracuse,"['9090 Destiny Dr', 'Syracuse, NY 13290']",N,0.0,,13290,Y,1,1249,$$,"Health Score:94 out of 100,High Chairs:Yes,Kids Menu:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night, Dessert,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Thu, Fri, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Drive-Thru:No,Caters:No,Has Pool Table:No",4,0,1,0,NY,Syracuse_NY,31.0,35.0,2.838709677419355,2.257142857142857,3,-8479396.86060883,5322461.054629774,5,0,0
637,43.08674,-79.05984000000002,TGI Fridays,Y,N,167.0,https://www.yelp.com/biz/tgi-fridays-niagara-falls-2?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,iTGD8II28cF3mPLqG0MojQ,17162822580.0,"Bars, American (Traditional), Burgers",2.0,Niagara Falls,"['300 Third St', 'Niagara Falls, NY 14303']",N,0.0,,14303,Y,1,877,$$,"Health Score:71 out of 100,Happy Hour Specials:Yes,Kids Menu:Yes,High Chairs:Yes,Vegetarian Options:Yes,Vegan Options:Yes,Kids Activities Nearby:Yes,Changing Tables:Yes,Takes Reservations:No,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Private Lot, Validated,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual, Touristy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Coat Check:No,Smoking:Outdoor Area / Patio Only,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Drive-Thru:No,Caters:No,Has Pool Table:No,Offers Military Discount:Yes,Open to All:Yes",4,0,0,1,NY,Niagara Falls_NY,44.0,49.0,1.8863636363636365,2.2857142857142856,3,-8800901.130997684,5325183.89259535,3,0,0
863,33.552166,-112.260044,Applebee's,Y,N,142.0,https://www.yelp.com/biz/applebees-grill-bar-glendale-3?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,WUA2Rhlb43HBw9sT2R0wmg,16238774885.0,"American (Traditional), Sports Bars, Burgers",2.0,Glendale,"['9330 W Northern Ave', 'Glendale, AZ 85305']",N,0.0,,85305,Y,1,478,$$,"Health Score:96 out of 100,Happy Hour Specials:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night, Dessert,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Thu, Sat,Coat Check:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,0,1,1,AZ,Glendale_AZ,36.0,38.0,2.583333333333333,2.3421052631578947,3,-12496730.934510486,3968826.211663964,11,0,0
